title,author,price,original_price,url,website,isbn,description,image_url,category,date_parsed
Ромео и Джульетта. Отелло: трагедиии,Уильям Шекспир,309,309 ₽,https://www.chitai-gorod.ru/product/romeo-i-dzhuletta-otello-tragediii-2587045,chitai-gorod,978915966275,Книга 'Ромео и Джульетта. Отелло: трагедиии...',https://content.img-gorod.ru/pim/products/images/38/24/018fa179-f81a-7e71-9285-54768d233824.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:45
Чувство и чувствительность,Джейн Остен,309,309 ₽,https://www.chitai-gorod.ru/product/chuvstvo-i-chuvstvitelnost-2551010,chitai-gorod,978847220185,Книга 'Чувство и чувствительность...',https://content.img-gorod.ru/pim/products/images/4c/f5/018fa173-afc6-7cba-9269-d8ebef054cf5.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:45
Фауст. Вечные истории,Иоганн Вольфганг фон Гёте,799,799 ₽,https://www.chitai-gorod.ru/product/faust-vecnye-istorii-3098090,chitai-gorod,978562628501,Книга 'Фауст. Вечные истории...',https://content.img-gorod.ru/pim/products/images/1d/41/019670d3-96ab-748f-b3c5-e575e5a51d41.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:45
Гранатовый браслет. Вечные истории,Александр Куприн,579,579 ₽,https://www.chitai-gorod.ru/product/granatovyy-braslet-vechnye-istorii-3076062,chitai-gorod,978318876969,Книга 'Гранатовый браслет. Вечные истории...',https://content.img-gorod.ru/pim/products/images/b6/90/0194f8ce-9212-735b-85fb-9ac3c5a7b690.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:45
Сиддхартха. Путешествие к земле Востока,Герман Гессе,359,359 ₽,https://www.chitai-gorod.ru/product/siddhartha-puteshestvie-k-zemle-vostoka-2477326,chitai-gorod,978915830913,Книга 'Сиддхартха. Путешествие к земле Востока...',https://content.img-gorod.ru/pim/products/images/b8/99/018fa159-d19d-79d7-93d5-984cde49b899.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:45
Барсетширские хроники. Книга 2. Доктор Торн,Энтони Троллоп,999,999 ₽,https://www.chitai-gorod.ru/product/barsetsirskie-hroniki-kniga-2-doktor-torn-3135005,chitai-gorod,978402639528,Книга 'Барсетширские хроники. Книга 2. Доктор Торн...',https://content.img-gorod.ru/pim/products/images/16/28/019a5efa-d7c1-7f5b-bc9b-282e11be1628.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:45
Доводы рассудка,Джейн Остен,299,299 ₽,https://www.chitai-gorod.ru/product/dovody-rassudka-2738766,chitai-gorod,978403849920,Книга 'Доводы рассудка...',https://content.img-gorod.ru/pim/products/images/0a/8c/018fa1c8-3c9b-7742-ac6d-253df7660a8c.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:45
Иуда Искариот,Леонид Андреев,329,329 ₽,https://www.chitai-gorod.ru/product/iuda-iskariot-2652649,chitai-gorod,978905653305,Книга 'Иуда Искариот...',https://content.img-gorod.ru/pim/products/images/9b/7a/018fa19e-ed77-793d-8c30-5acd3b619b7a.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:45
Утоли моя печали... Романы о семье Олексиных,Борис Васильев,0,1 499 ₽,https://www.chitai-gorod.ru/product/utoli-moa-pecali-romany-o-sem-e-oleksinyh-3135097,chitai-gorod,978295638722,Книга 'Утоли моя печали... Романы о семье Олексиных...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:45
Белый Клык. Зов предков,Джек Лондон,309,309 ₽,https://www.chitai-gorod.ru/product/belyy-klyk-zov-predkov-2533386,chitai-gorod,978871101087,Книга 'Белый Клык. Зов предков...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:45
451 по Фаренгейту,Рэй Брэдбери,649,649 ₽,https://www.chitai-gorod.ru/product/451-po-farengeytu-2701578,chitai-gorod,978237167705,Книга '451 по Фаренгейту...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:45
Преступление и наказание,Федор Достоевский,299,299 ₽,https://www.chitai-gorod.ru/product/prestuplenie-i-nakazanie-2054981,chitai-gorod,978584271934,Книга 'Преступление и наказание...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:45
Бесы,Федор Достоевский,359,359 ₽,https://www.chitai-gorod.ru/product/besy-2827343,chitai-gorod,978570333079,Книга 'Бесы...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:45
Звезды смотрят вниз,Арчибальд Кронин,0,1 149 ₽,https://www.chitai-gorod.ru/product/zvezdy-smotryat-vniz-2762805,chitai-gorod,978337242334,Книга 'Звезды смотрят вниз...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:45
Грозовой перевал,Эмили Джейн Бронте,549,549 ₽,https://www.chitai-gorod.ru/product/grozovoy-pereval-3075980,chitai-gorod,978901474988,Книга 'Грозовой перевал...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:45
Три любви,Арчибальд Кронин,0,1 149 ₽,https://www.chitai-gorod.ru/product/tri-lyubvi-2718977,chitai-gorod,978863218052,Книга 'Три любви...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:45
Что делать?,Николай Чернышевский,319,319 ₽,https://www.chitai-gorod.ru/product/chto-delat-2608958,chitai-gorod,978214877973,Книга 'Что делать?...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:45
Записки из Мертвого дома,Федор Достоевский,309,309 ₽,https://www.chitai-gorod.ru/product/zapiski-iz-mertvogo-doma-2549046,chitai-gorod,978448976404,Книга 'Записки из Мертвого дома...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:45
Страсть,Ги де Мопассан,309,309 ₽,https://www.chitai-gorod.ru/product/strast-2884659,chitai-gorod,978541863182,Книга 'Страсть...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:45
Гордость и предубеждение. Вечные истории. Young Adult,Джейн Остен,579,579 ₽,https://www.chitai-gorod.ru/product/gordost-i-predubezhdenie-vechnye-istorii-young-adult-3021932,chitai-gorod,978153896437,Книга 'Гордость и предубеждение. Вечные истории. Young Ad...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:45
Большие надежды,Чарльз Диккенс,349,349 ₽,https://www.chitai-gorod.ru/product/bolshie-nadezhdy-2513490,chitai-gorod,978331944066,Книга 'Большие надежды...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:45
Замок,Франц Кафка,309,309 ₽,https://www.chitai-gorod.ru/product/zamok-2452889,chitai-gorod,978895932698,Книга 'Замок...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:45
Исторические хроники,Уильям Шекспир,999,999 ₽,https://www.chitai-gorod.ru/product/istoriceskie-hroniki-3138663,chitai-gorod,978740486988,Книга 'Исторические хроники...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:45
Счастливая смерть,Альбер Камю,339,339 ₽,https://www.chitai-gorod.ru/product/schastlivaya-smert-2868626,chitai-gorod,978119070425,Книга 'Счастливая смерть...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:45
Маленькие женщины,Луиза Мэй Олкотт,0,1 149 ₽,https://www.chitai-gorod.ru/product/malen-kie-zensiny-3097680,chitai-gorod,978666175969,Книга 'Маленькие женщины...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:45
Гордость и предубеждение. Вечные истории,Джейн Остен,0,0 ₽,https://www.chitai-gorod.ru/product/gordost-i-predubezhdenie-3024650,chitai-gorod,978244536616,Книга 'Гордость и предубеждение. Вечные истории...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:45
Жизнь,Ги де Мопассан,309,309 ₽,https://www.chitai-gorod.ru/product/zhizn-2575817,chitai-gorod,978646048340,Книга 'Жизнь...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:45
Братья Карамазовы,Федор Достоевский,339,339 ₽,https://www.chitai-gorod.ru/product/bratya-karamazovy-2208427,chitai-gorod,978545704817,Книга 'Братья Карамазовы...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:45
Унесенные ветром. Том 2,Маргарет Митчелл,449,449 ₽,https://www.chitai-gorod.ru/product/unesennye-vetrom-tom-2-2797422,chitai-gorod,978608753061,Книга 'Унесенные ветром. Том 2...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:45
По ком звонит колокол,Эрнест Миллер Хемингуэй,499,499 ₽,https://www.chitai-gorod.ru/product/po-kom-zvonit-kolokol-2509819,chitai-gorod,978311223845,Книга 'По ком звонит колокол...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:45
Бесы,Федор Достоевский,0,1 049 ₽,https://www.chitai-gorod.ru/product/besy-2893078,chitai-gorod,978215465404,Книга 'Бесы...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:45
Кентервильское привидение. Вечные истории,Оскар Уайльд,549,549 ₽,https://www.chitai-gorod.ru/product/kentervil-skoe-prividenie-vecnye-istorii-3102218,chitai-gorod,978562352417,Книга 'Кентервильское привидение. Вечные истории...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:45
Игрок. Вечные истории,Федор Достоевский,579,579 ₽,https://www.chitai-gorod.ru/product/igrok-vecnye-istorii-3129970,chitai-gorod,978810507543,Книга 'Игрок. Вечные истории...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:45
Черный монах: сборник,Антон Чехов,309,309 ₽,https://www.chitai-gorod.ru/product/chernyy-monah-sbornik-2913221,chitai-gorod,978505732135,Книга 'Черный монах: сборник...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:45
Гордость и предубеждение,Джейн Остен,359,359 ₽,https://www.chitai-gorod.ru/product/gordost-i-predubezhdenie-2833866,chitai-gorod,978798503215,Книга 'Гордость и предубеждение...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:45
Цветы для Элджернона,Дэниел Киз,0,1 149 ₽,https://www.chitai-gorod.ru/product/cvety-dlya-eldzhernona-3079110,chitai-gorod,978933055280,Книга 'Цветы для Элджернона...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:45
Камера обскура,Владимир Набоков,749,749 ₽,https://www.chitai-gorod.ru/product/kamera-obskura-2860042,chitai-gorod,978315963572,Книга 'Камера обскура...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:45
Анна Каренина,Лев Толстой,0,1 149 ₽,https://www.chitai-gorod.ru/product/anna-karenina-2839365,chitai-gorod,978430937544,Книга 'Анна Каренина...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:45
Отверженные. Том 1,Виктор Мари Гюго,429,429 ₽,https://www.chitai-gorod.ru/product/otverzhennye-tom-1-roman-v-2-h-tomah-2563855,chitai-gorod,978492318508,Книга 'Отверженные. Том 1...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:45
Ярмарка тщеславия,Уильям Мейкпис Теккерей,449,449 ₽,https://www.chitai-gorod.ru/product/yarmarka-tshcheslaviya-2539286,chitai-gorod,978658814433,Книга 'Ярмарка тщеславия...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:45
Анна Каренина,Лев Толстой,449,449 ₽,https://www.chitai-gorod.ru/product/anna-karenina-2842924,chitai-gorod,978223768477,Книга 'Анна Каренина...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:45
Мертвые души,Николай Гоголь,359,359 ₽,https://www.chitai-gorod.ru/product/mertvye-dushi-2829180,chitai-gorod,978264677741,Книга 'Мертвые души...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:45
Унесенные ветром,Маргарет Митчелл,0,1 349 ₽,https://www.chitai-gorod.ru/product/unesennye-vetrom-2780721,chitai-gorod,978662488287,Книга 'Унесенные ветром...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:45
Скорбь Сатаны,Мария Корелли,749,749 ₽,https://www.chitai-gorod.ru/product/skorb-satany-2875441,chitai-gorod,978600350759,Книга 'Скорбь Сатаны...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:45
Записки юного врача. Вечные истории,Михаил Булгаков,599,599 ₽,https://www.chitai-gorod.ru/product/zapiski-unogo-vraca-vecnye-istorii-3103752,chitai-gorod,978493764514,Книга 'Записки юного врача. Вечные истории...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:45
Маленькие женщины,Луиза Мэй Олкотт,0,0 ₽,https://www.chitai-gorod.ru/product/malenkie-zhenshchiny-2975121,chitai-gorod,978559709297,Книга 'Маленькие женщины...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:45
Комары,Уильям Фолкнер,999,999 ₽,https://www.chitai-gorod.ru/product/komary-3135007,chitai-gorod,978270355775,Книга 'Комары...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:45
Грозовой перевал,Эмили Джейн Бронте,0,0 ₽,https://www.chitai-gorod.ru/product/grozovoy-pereval-2975125,chitai-gorod,978471262616,Книга 'Грозовой перевал...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:45
Преступление и наказание,Федор Достоевский,699,699 ₽,https://www.chitai-gorod.ru/product/prestuplenie-i-nakazanie-2978960,chitai-gorod,978721726720,Книга 'Преступление и наказание...',https://content.img-gorod.ru/pim/products/images/0a/4b/018f6154-b507-7516-9024-1790f73a0a4b.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:48
Морфий,Михаил Булгаков,549,549 ₽,https://www.chitai-gorod.ru/product/morfiy-3008419,chitai-gorod,978115488760,Книга 'Морфий...',https://content.img-gorod.ru/pim/products/images/f3/17/019b5eac-a56e-771d-ae82-6144469af317.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:48
Исповедь маски,Юкио Мисима,319,319 ₽,https://www.chitai-gorod.ru/product/ispoved-maski-2564387,chitai-gorod,978327555776,Книга 'Исповедь маски...',https://content.img-gorod.ru/pim/products/images/ff/08/018f5cb0-ca31-7056-85c8-4336c841ff08.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:48
Девяносто третий год. Труженики моря,Виктор Мари Гюго,0,1 349 ₽,https://www.chitai-gorod.ru/product/devanosto-tretij-god-truzeniki-mora-3130448,chitai-gorod,978459829887,Книга 'Девяносто третий год. Труженики моря...',https://content.img-gorod.ru/pim/products/images/bd/8c/0199c404-4df7-7682-969a-f9d897e1bd8c.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:48
Гранатовый браслет,Александр Куприн,549,549 ₽,https://www.chitai-gorod.ru/product/granatovyy-braslet-3079116,chitai-gorod,978162943712,Книга 'Гранатовый браслет...',https://content.img-gorod.ru/pim/products/images/2c/99/0193ae8e-5ef8-75ea-ae79-bb79a1d42c99.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:48
Капитанская дочка,Александр Пушкин,359,359 ₽,https://www.chitai-gorod.ru/product/kapitanskaya-dochka-2846043,chitai-gorod,978629030836,Книга 'Капитанская дочка...',https://content.img-gorod.ru/pim/products/images/77/9e/018f5f33-ddc5-7c49-934e-49f636f0779e.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:48
Клуб самоубийц. Вечные истории,Роберт Льюис Стивенсон,579,579 ₽,https://www.chitai-gorod.ru/product/klub-samoubijc-vecnye-istorii-3119060,chitai-gorod,978423503799,Книга 'Клуб самоубийц. Вечные истории...',https://content.img-gorod.ru/pim/products/images/bf/6f/0198c135-c9ce-7346-be03-74985c88bf6f.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:48
Вино из одуванчиков,Рэй Брэдбери,449,449 ₽,https://www.chitai-gorod.ru/product/vino-iz-oduvanchikov-2821313,chitai-gorod,978346986715,Книга 'Вино из одуванчиков...',https://content.img-gorod.ru/pim/products/images/b5/e9/019abc68-7dd5-7763-933c-5ff26e23b5e9.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:48
Преступление и наказание,Федор Достоевский,0,0 ₽,https://www.chitai-gorod.ru/product/prestuplenie-i-nakazanie-2975131,chitai-gorod,978771020766,Книга 'Преступление и наказание...',https://content.img-gorod.ru/pim/products/images/67/86/018f6141-819e-70e2-9b23-581c6a3c6786.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:48
Судьба человека. Донские рассказы,Михаил Шолохов,369,369 ₽,https://www.chitai-gorod.ru/product/sudba-cheloveka-donskie-rasskazy-2523432,chitai-gorod,978863618142,Книга 'Судьба человека. Донские рассказы...',https://content.img-gorod.ru/pim/products/images/69/2d/018fa161-dbbe-776a-a317-3e78024d692d.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:48
На грани катастрофы,Артур Хейли,309,309 ₽,https://www.chitai-gorod.ru/product/na-grani-katastrofy-novyy-perevod-3029797,chitai-gorod,978102774734,Книга 'На грани катастрофы...',https://content.img-gorod.ru/pim/products/images/49/ce/01920dc0-3d40-7f78-b694-860f7f8449ce.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:48
Тени в раю,Эрих Мария Ремарк,479,479 ₽,https://www.chitai-gorod.ru/product/teni-v-rayu-2989456,chitai-gorod,978271915346,Книга 'Тени в раю...',https://content.img-gorod.ru/pim/products/images/33/3b/019323e6-c212-78e5-965b-dd3cf3dc333b.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:48
Собор Парижской Богоматери,Виктор Мари Гюго,359,359 ₽,https://www.chitai-gorod.ru/product/sobor-parizhskoy-bogomateri-2815921,chitai-gorod,978979810013,Книга 'Собор Парижской Богоматери...',https://content.img-gorod.ru/pim/products/images/d6/6a/018f5ec8-239f-7dad-b4f5-1ee83018d66a.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:48
Рождественские каникулы,Уильям Сомерсет Моэм,0,0 ₽,https://www.chitai-gorod.ru/product/rozdestvenskie-kanikuly-3119399,chitai-gorod,978445278875,Книга 'Рождественские каникулы...',https://content.img-gorod.ru/pim/products/images/e8/99/01987983-9a0e-7b65-ab08-4ee58511e899.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:48
Обломов,Иван Гончаров,299,299 ₽,https://www.chitai-gorod.ru/product/oblomov-2879391,chitai-gorod,978300276852,Книга 'Обломов...',https://content.img-gorod.ru/pim/products/images/8e/2a/018f5cab-0096-707d-9104-abc577ea8e2a.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:48
Богиня,Юкио Мисима,799,799 ₽,https://www.chitai-gorod.ru/product/bogina-3120313,chitai-gorod,978623928433,Книга 'Богиня...',https://content.img-gorod.ru/pim/products/images/59/da/0198916e-e1d8-78c7-b45c-dd8d262959da.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:48
Лекции по русской литературе,Владимир Набоков,0,0 ₽,https://www.chitai-gorod.ru/product/lekcii-po-russkoj-literature-3121209,chitai-gorod,978101056345,Книга 'Лекции по русской литературе...',https://content.img-gorod.ru/pim/products/images/08/25/019b598a-c318-7192-bf12-4e7a85100825.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:48
Скорбь сатаны. Вечные истории,Мария Корелли,699,699 ₽,https://www.chitai-gorod.ru/product/skorb-satany-vecnye-istorii-3133251,chitai-gorod,978139506562,Книга 'Скорбь сатаны. Вечные истории...',https://content.img-gorod.ru/pim/products/images/c8/99/019a3531-12da-707f-b167-30e9bcd2c899.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:48
Первая любовь. Вечные истории,Иван Тургенев,679,679 ₽,https://www.chitai-gorod.ru/product/pervaya-lyubov-vechnye-istorii-3075772,chitai-gorod,978370020581,Книга 'Первая любовь. Вечные истории...',https://content.img-gorod.ru/pim/products/images/cd/37/01949206-190f-7dc4-923b-d740c4aecd37.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:48
Грамматика любви,Иван Бунин,309,309 ₽,https://www.chitai-gorod.ru/product/grammatika-lyubvi-2765579,chitai-gorod,978812963891,Книга 'Грамматика любви...',https://content.img-gorod.ru/pim/products/images/b9/ca/018fa1d4-4ff9-7968-b8b7-d43f0f41b9ca.jpg?width=300&height=300,klassicheskaya-proza-110003,2026-01-20 01:40:48
"Прощай, оружие!",Эрнест Миллер Хемингуэй,379,379 ₽,https://www.chitai-gorod.ru/product/proshchay-oruzhie-novyy-perevod-2549240,chitai-gorod,978184759478,"Книга 'Прощай, оружие!...'",https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:48
Очарованный странник,Николай Лесков,299,299 ₽,https://www.chitai-gorod.ru/product/ocharovannyy-strannik-2840031,chitai-gorod,978706558559,Книга 'Очарованный странник...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:48
Три товарища,Эрих Мария Ремарк,799,799 ₽,https://www.chitai-gorod.ru/product/tri-tovarishcha-2651017,chitai-gorod,978668109756,Книга 'Три товарища...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:48
Дон Кихот,Мигель де Сервантес Сааведра,349,349 ₽,https://www.chitai-gorod.ru/product/don-kihot-3075145,chitai-gorod,978493482727,Книга 'Дон Кихот...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:48
Призрак Оперы,Гастон Леру,549,549 ₽,https://www.chitai-gorod.ru/product/prizrak-opery-2942183,chitai-gorod,978132937229,Книга 'Призрак Оперы...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:48
Мартин Иден,Джек Лондон,549,549 ₽,https://www.chitai-gorod.ru/product/martin-iden-2894694,chitai-gorod,978148406207,Книга 'Мартин Иден...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:48
Цитадель,Антуан де Сент-Экзюпери,359,359 ₽,https://www.chitai-gorod.ru/product/citadel-2986829,chitai-gorod,978879670496,Книга 'Цитадель...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:48
Дары волхвов,О. Генри,309,309 ₽,https://www.chitai-gorod.ru/product/dary-volhvov-2760258,chitai-gorod,978856423961,Книга 'Дары волхвов...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:48
Норвежский лес : роман,Харуки Мураками,429,429 ₽,https://www.chitai-gorod.ru/product/norvezhskiy-les-roman-2216504,chitai-gorod,978142307919,Книга 'Норвежский лес : роман...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:48
Падение дома Ашеров,Эдгар По,649,649 ₽,https://www.chitai-gorod.ru/product/padenie-doma-asherov-3007008,chitai-gorod,978797486918,Книга 'Падение дома Ашеров...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:48
Герой нашего времени,Михаил Лермонтов,359,359 ₽,https://www.chitai-gorod.ru/product/geroy-nashego-vremeni-2833563,chitai-gorod,978312981545,Книга 'Герой нашего времени...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:48
Защита Лужина,Владимир Набоков,749,749 ₽,https://www.chitai-gorod.ru/product/zashchita-luzhina-2877057,chitai-gorod,978166563100,Книга 'Защита Лужина...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:48
Дракула,Брэм Стокер,599,599 ₽,https://www.chitai-gorod.ru/product/drakula-2976782,chitai-gorod,978524744564,Книга 'Дракула...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:48
Золотой Храм,Юкио Мисима,319,319 ₽,https://www.chitai-gorod.ru/product/zolotoy-hram-2559942,chitai-gorod,978890324837,Книга 'Золотой Храм...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:48
Вишневый сад. Вечные истории,Антон Чехов,649,649 ₽,https://www.chitai-gorod.ru/product/vishnevyy-sad-vechnye-istorii-3076963,chitai-gorod,978700092019,Книга 'Вишневый сад. Вечные истории...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:48
Перекресток. Тьма в полдень,Юрий Слепухин,0,1 399 ₽,https://www.chitai-gorod.ru/product/perekrestok-t-ma-v-polden-3130770,chitai-gorod,978699019433,Книга 'Перекресток. Тьма в полдень...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:48
Странник по звездам,Джек Лондон,549,549 ₽,https://www.chitai-gorod.ru/product/strannik-po-zvezdam-3008628,chitai-gorod,978598133341,Книга 'Странник по звездам...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:48
История одного города,Михаил Салтыков-Щедрин,299,299 ₽,https://www.chitai-gorod.ru/product/istoriya-odnogo-goroda-2504556,chitai-gorod,978784112159,Книга 'История одного города...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:48
Дьявол,Лев Толстой,309,309 ₽,https://www.chitai-gorod.ru/product/dyavol-2920521,chitai-gorod,978567064794,Книга 'Дьявол...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:48
Три любви,Арчибальд Кронин,389,389 ₽,https://www.chitai-gorod.ru/product/tri-lyubvi-2769455,chitai-gorod,978673809775,Книга 'Три любви...',https://www.chitai-gorod.ru/_static/fallback-cover.webp,klassicheskaya-proza-110003,2026-01-20 01:40:48
